Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.107.179-10.0.1.190-45093-80-6,192.168.107.179,45093,10.0.1.190,80,6,2026-04-19 18:40:35,149,2,0,86,11,43,40,43,12,0,0,0,4,651006.7114093959,13422.818791946309,74.5,74,149,10,149,74.5,5,149,5,0,0,0,0,0,2,0,0,0,80,0,13422.818791946309,0.0,40,100,48.5,29,366,1,1,0,2,2,0,0,0,0.12790697674418605,48.5,43.0,0.0,80,0,0,0,0,0,0,2,86,0,11,65536,65536,2,40,74.5,12,149,20,0,0,0,0,PortScan
192.168.15.208-10.0.2.23-34250-3389-6,192.168.15.208,34250,10.0.2.23,3389,6,2026-04-19 18:40:36,185,4,0,131,7,32,40,32,14,0,0,0,8,745945.945945946,21621.621621621623,46.25,72,185,1,185,46.25,31,185,1,0,0,0,0,0,4,0,0,0,160,0,21621.621621621623,0.0,40,100,34.5,45,270,0,1,1,4,4,0,0,0,0.05343511450381679,34.5,32.75,0.0,160,0,0,0,0,0,0,4,131,0,7,16384,32768,4,40,92.5,24,185,15,0,0,0,0,PortScan
192.168.128.145-10.0.9.114-21724-3306-6,192.168.128.145,21724,10.0.9.114,3306,6,2026-04-19 18:40:37,161,1,0,95,4,95,40,95,18,0,0,0,7,614906.8322981367,6211.180124223602,161.0,62,161,7,161,161.0,34,161,1,0,0,0,0,0,1,0,0,0,40,0,6211.180124223602,0.0,40,100,99.0,13,137,0,1,0,1,1,0,0,0,0.042105263157894736,99.0,95.0,0.0,40,0,0,0,0,0,0,1,95,0,4,16384,8192,1,40,80.5,87,161,19,0,0,0,0,PortScan
192.168.95.55-10.0.6.83-1998-80-6,192.168.95.55,1998,10.0.6.83,80,6,2026-04-19 18:40:38,113,4,0,168,6,42,40,42,17,0,0,0,4,1539823.0088495575,35398.23008849558,28.25,50,113,10,113,28.25,14,113,1,0,0,0,0,0,4,0,0,0,160,0,35398.23008849558,0.0,40,100,43.5,15,402,0,1,0,4,4,0,0,0,0.03571428571428571,43.5,42.0,0.0,160,0,0,0,0,0,0,4,168,0,6,16384,8192,4,40,56.5,79,113,47,0,0,0,0,PortScan
192.168.89.154-10.0.1.140-35512-80-6,192.168.89.154,35512,10.0.1.140,80,6,2026-04-19 18:40:39,119,3,0,125,24,41,40,41,14,0,0,0,4,1252100.8403361344,25210.084033613446,39.666666666666664,24,119,3,119,39.666666666666664,31,119,2,0,0,0,0,0,3,0,0,0,120,0,25210.084033613446,0.0,40,100,49.666666666666664,13,387,0,1,1,3,3,0,0,0,0.192,49.666666666666664,41.666666666666664,0.0,120,0,0,0,0,0,0,3,125,0,24,16384,32768,3,40,59.5,46,119,16,0,0,0,0,PortScan
192.168.245.239-10.0.7.154-32262-8080-6,192.168.245.239,32262,10.0.7.154,8080,6,2026-04-19 18:40:40,186,5,0,193,16,38,40,38,8,0,0,0,10,1123655.9139784945,26881.72043010753,37.2,59,186,4,186,37.2,33,186,1,0,0,0,0,0,5,0,0,0,200,0,26881.72043010753,0.0,40,100,41.8,31,355,1,1,0,5,5,0,0,0,0.08290155440414508,41.8,38.6,0.0,200,0,0,0,0,0,0,5,193,0,16,8192,32768,5,40,93.0,35,186,29,0,0,0,0,PortScan
192.168.77.244-10.0.1.215-39685-3306-6,192.168.77.244,39685,10.0.1.215,3306,6,2026-04-19 18:40:41,83,3,0,58,7,19,40,19,16,0,0,0,7,783132.5301204819,36144.57831325301,27.666666666666668,66,83,10,83,27.666666666666668,32,83,3,0,0,0,0,0,3,0,0,0,120,0,36144.57831325301,0.0,40,100,21.666666666666668,29,203,0,1,0,3,3,0,0,0,0.1206896551724138,21.666666666666668,19.333333333333332,0.0,120,0,0,0,0,0,0,3,58,0,7,32768,16384,3,40,41.5,53,83,41,0,0,0,0,PortScan
192.168.38.235-10.0.8.95-30964-80-6,192.168.38.235,30964,10.0.8.95,80,6,2026-04-19 18:40:42,112,2,0,93,8,46,40,46,12,0,0,0,7,901785.7142857143,17857.142857142855,56.0,95,112,2,112,56.0,29,112,4,0,0,0,0,0,2,0,0,0,80,0,17857.142857142855,0.0,40,100,50.5,32,201,0,1,1,2,2,0,0,0,0.08602150537634409,50.5,46.5,0.0,80,0,0,0,0,0,0,2,93,0,8,32768,32768,2,40,56.0,40,112,20,0,0,0,0,PortScan
192.168.202.69-10.0.1.209-20061-3389-6,192.168.202.69,20061,10.0.1.209,3389,6,2026-04-19 18:40:43,188,3,0,184,35,61,40,61,8,0,0,0,6,1164893.6170212766,15957.446808510636,62.666666666666664,64,188,2,188,62.666666666666664,21,188,3,0,0,0,0,0,3,0,0,0,120,0,15957.446808510636,0.0,40,100,73.0,11,308,0,1,1,3,3,0,0,0,0.19021739130434784,73.0,61.333333333333336,0.0,120,0,0,0,0,0,0,3,184,0,35,32768,65536,3,40,94.0,25,188,41,0,0,0,0,PortScan
192.168.100.187-10.0.9.246-5877-22-6,192.168.100.187,5877,10.0.9.246,22,6,2026-04-19 18:40:44,150,2,0,173,8,86,40,86,8,0,0,0,5,1206666.6666666667,13333.333333333334,75.0,30,150,2,150,75.0,41,150,3,0,0,0,0,0,2,0,0,0,80,0,13333.333333333334,0.0,40,100,90.5,36,238,0,1,1,2,2,0,0,0,0.046242774566473986,90.5,86.5,0.0,80,0,0,0,0,0,0,2,173,0,8,8192,16384,2,40,75.0,19,150,24,0,0,0,0,PortScan
192.168.196.108-10.0.6.209-51621-80-6,192.168.196.108,51621,10.0.6.209,80,6,2026-04-19 18:40:45,142,5,0,182,20,36,40,36,12,0,0,0,6,1422535.2112676057,35211.2676056338,28.4,37,142,8,142,28.4,20,142,4,0,0,0,0,0,5,0,0,0,200,0,35211.2676056338,0.0,40,100,40.4,15,262,0,1,0,5,5,0,0,0,0.10989010989010989,40.4,36.4,0.0,200,0,0,0,0,0,0,5,182,0,20,16384,65536,5,40,71.0,22,142,34,0,0,0,0,PortScan
192.168.158.21-10.0.10.195-31322-443-6,192.168.158.21,31322,10.0.10.195,443,6,2026-04-19 18:40:46,199,3,0,104,0,34,40,34,16,0,0,0,5,522613.0653266332,15075.37688442211,66.33333333333333,31,199,10,199,66.33333333333333,46,199,4,0,0,0,0,0,3,0,0,0,120,0,15075.37688442211,0.0,40,100,34.666666666666664,43,166,1,1,0,3,3,0,0,0,0.0,34.666666666666664,34.666666666666664,0.0,120,0,0,0,0,0,0,3,104,0,0,65536,8192,3,40,99.5,66,199,26,0,0,0,0,PortScan
192.168.54.93-10.0.8.141-64396-80-6,192.168.54.93,64396,10.0.8.141,80,6,2026-04-19 18:40:47,187,1,0,114,6,114,40,114,15,0,0,0,8,641711.229946524,5347.5935828877,187.0,54,187,7,187,187.0,15,187,2,0,0,0,0,0,1,0,0,0,40,0,5347.5935828877,0.0,40,114,120.0,28,500,0,1,0,1,1,0,0,0,0.05263157894736842,120.0,114.0,0.0,40,0,0,0,0,0,0,1,114,0,6,8192,8192,1,40,93.5,59,187,32,0,0,0,0,PortScan
192.168.161.139-10.0.10.47-63061-80-6,192.168.161.139,63061,10.0.10.47,80,6,2026-04-19 18:40:48,116,4,0,87,4,21,40,21,14,0,0,0,5,784482.7586206896,34482.75862068965,29.0,62,116,1,116,29.0,25,116,2,0,0,0,0,0,4,0,0,0,160,0,34482.75862068965,0.0,40,100,22.75,48,176,0,1,1,4,4,0,0,0,0.04597701149425287,22.75,21.75,0.0,160,0,0,0,0,0,0,4,87,0,4,16384,32768,4,40,58.0,72,116,49,0,0,0,0,PortScan
192.168.37.77-10.0.1.6-14392-8080-6,192.168.37.77,14392,10.0.1.6,8080,6,2026-04-19 18:40:49,133,5,0,77,2,15,40,15,16,0,0,0,0,593984.962406015,37593.984962406015,26.6,94,133,2,133,26.6,46,133,5,0,0,0,0,0,5,0,0,0,200,0,37593.984962406015,0.0,40,100,15.8,41,110,0,1,0,5,5,0,0,0,0.025974025974025976,15.8,15.4,0.0,200,0,0,0,0,0,0,5,77,0,2,32768,8192,5,40,66.5,81,133,18,0,0,0,0,PortScan
192.168.148.39-10.0.4.112-23167-3306-6,192.168.148.39,23167,10.0.4.112,3306,6,2026-04-19 18:40:50,147,1,0,118,0,118,40,118,19,0,0,0,9,802721.0884353742,6802.7210884353735,147.0,18,147,5,147,147.0,20,147,1,0,0,0,0,0,1,0,0,0,40,0,6802.7210884353735,0.0,40,118,118.0,24,386,0,1,0,1,1,0,0,0,0.0,118.0,118.0,0.0,40,0,0,0,0,0,0,1,118,0,0,65536,8192,1,40,73.5,51,147,20,0,0,0,0,PortScan
192.168.127.153-10.0.7.203-26490-8080-6,192.168.127.153,26490,10.0.7.203,8080,6,2026-04-19 18:40:51,53,2,0,139,3,69,40,69,6,0,0,0,1,2679245.283018868,37735.84905660377,26.5,29,53,9,53,26.5,8,53,4,0,0,0,0,0,2,0,0,0,80,0,37735.84905660377,0.0,40,100,71.0,24,387,0,1,0,2,2,0,0,0,0.02158273381294964,71.0,69.5,0.0,80,0,0,0,0,0,0,2,139,0,3,16384,65536,2,40,26.5,100,53,30,0,0,0,0,PortScan
192.168.164.70-10.0.9.48-63068-3306-6,192.168.164.70,63068,10.0.9.48,3306,6,2026-04-19 18:40:52,156,3,0,143,19,47,40,47,7,0,0,0,4,1038461.5384615385,19230.76923076923,52.0,12,156,7,156,52.0,46,156,1,0,0,0,0,0,3,0,0,0,120,0,19230.76923076923,0.0,40,100,54.0,33,345,1,1,1,3,3,0,0,0,0.13286713286713286,54.0,47.666666666666664,0.0,120,0,0,0,0,0,0,3,143,0,19,32768,32768,3,40,78.0,91,156,35,0,0,0,0,PortScan
192.168.38.239-10.0.1.157-30429-22-6,192.168.38.239,30429,10.0.1.157,22,6,2026-04-19 18:40:53,146,2,0,112,20,56,40,56,12,0,0,0,4,904109.5890410958,13698.630136986301,73.0,67,146,5,146,73.0,35,146,1,0,0,0,0,0,2,0,0,0,80,0,13698.630136986301,0.0,40,100,66.0,22,387,0,1,0,2,2,0,0,0,0.17857142857142858,66.0,56.0,0.0,80,0,0,0,0,0,0,2,112,0,20,8192,65536,2,40,73.0,72,146,16,0,0,0,0,PortScan
192.168.158.237-10.0.5.79-1953-22-6,192.168.158.237,1953,10.0.5.79,22,6,2026-04-19 18:40:54,97,4,0,191,19,47,40,47,13,0,0,0,9,2164948.4536082475,41237.113402061856,24.25,75,97,3,97,24.25,8,97,4,0,0,0,0,0,4,0,0,0,160,0,41237.113402061856,0.0,40,100,52.5,22,443,0,1,0,4,4,0,0,0,0.09947643979057591,52.5,47.75,0.0,160,0,0,0,0,0,0,4,191,0,19,32768,32768,4,40,48.5,50,97,20,0,0,0,0,PortScan
192.168.11.168-10.0.3.131-14721-3306-6,192.168.11.168,14721,10.0.3.131,3306,6,2026-04-19 18:40:55,110,5,0,61,0,12,40,12,11,0,0,0,1,554545.4545454546,45454.545454545456,22.0,86,110,10,110,22.0,14,110,5,0,0,0,0,0,5,0,0,0,200,0,45454.545454545456,0.0,40,100,12.2,11,212,0,1,1,5,5,0,0,0,0.0,12.2,12.2,0.0,200,0,0,0,0,0,0,5,61,0,0,65536,65536,5,40,55.0,80,110,22,0,0,0,0,PortScan
192.168.115.106-10.0.5.121-29162-80-6,192.168.115.106,29162,10.0.5.121,80,6,2026-04-19 18:40:56,145,5,0,148,25,29,40,29,10,0,0,0,7,1193103.448275862,34482.75862068965,29.0,62,145,8,145,29.0,39,145,5,0,0,0,0,0,5,0,0,0,200,0,34482.75862068965,0.0,40,100,34.6,47,136,0,1,0,5,5,0,0,0,0.16891891891891891,34.6,29.6,0.0,200,0,0,0,0,0,0,5,148,0,25,8192,8192,5,40,72.5,81,145,35,0,0,0,0,PortScan
192.168.63.47-10.0.10.197-10607-8080-6,192.168.63.47,10607,10.0.10.197,8080,6,2026-04-19 18:40:57,83,3,0,188,19,62,40,62,11,0,0,0,0,2493975.9036144577,36144.57831325301,27.666666666666668,75,83,1,83,27.666666666666668,32,83,5,0,0,0,0,0,3,0,0,0,120,0,36144.57831325301,0.0,40,100,69.0,48,415,1,1,0,3,3,0,0,0,0.10106382978723404,69.0,62.666666666666664,0.0,120,0,0,0,0,0,0,3,188,0,19,16384,32768,3,40,41.5,15,83,20,0,0,0,0,PortScan
192.168.165.109-10.0.6.95-26786-22-6,192.168.165.109,26786,10.0.6.95,22,6,2026-04-19 18:40:58,198,2,0,90,6,45,40,45,13,0,0,0,9,484848.48484848486,10101.010101010103,99.0,74,198,4,198,99.0,45,198,5,0,0,0,0,0,2,0,0,0,80,0,10101.010101010103,0.0,40,100,48.0,32,481,0,1,0,2,2,0,0,0,0.06666666666666667,48.0,45.0,0.0,80,0,0,0,0,0,0,2,90,0,6,65536,32768,2,40,99.0,54,198,30,0,0,0,0,PortScan
192.168.228.32-10.0.5.185-21394-8080-6,192.168.228.32,21394,10.0.5.185,8080,6,2026-04-19 18:40:59,94,2,0,163,19,81,40,81,17,0,0,0,5,1936170.2127659575,21276.59574468085,47.0,69,94,10,94,47.0,45,94,4,0,0,0,0,0,2,0,0,0,80,0,21276.59574468085,0.0,40,100,91.0,14,144,0,1,1,2,2,0,0,0,0.1165644171779141,91.0,81.5,0.0,80,0,0,0,0,0,0,2,163,0,19,16384,65536,2,40,47.0,21,94,24,0,0,0,0,PortScan
192.168.58.169-10.0.2.143-23840-80-6,192.168.58.169,23840,10.0.2.143,80,6,2026-04-19 18:41:00,57,1,0,139,2,139,40,139,11,0,0,0,1,2473684.210526316,17543.859649122805,57.0,44,57,6,57,57.0,15,57,1,0,0,0,0,0,1,0,0,0,40,0,17543.859649122805,0.0,40,139,141.0,30,443,1,1,1,1,1,0,0,0,0.014388489208633094,141.0,139.0,0.0,40,0,0,0,0,0,0,1,139,0,2,8192,65536,1,40,28.5,33,57,28,0,0,0,0,PortScan
192.168.139.121-10.0.5.45-11867-443-6,192.168.139.121,11867,10.0.5.45,443,6,2026-04-19 18:41:01,60,3,0,63,11,21,40,21,8,0,0,0,3,1233333.3333333335,50000.0,20.0,95,60,6,60,20.0,32,60,3,0,0,0,0,0,3,0,0,0,120,0,50000.0,0.0,40,100,24.666666666666668,22,348,1,1,1,3,3,0,0,0,0.1746031746031746,24.666666666666668,21.0,0.0,120,0,0,0,0,0,0,3,63,0,11,16384,65536,3,40,30.0,79,60,17,0,0,0,0,PortScan
192.168.87.116-10.0.10.84-44028-3389-6,192.168.87.116,44028,10.0.10.84,3389,6,2026-04-19 18:41:02,181,3,0,191,25,63,40,63,16,0,0,0,10,1193370.1657458565,16574.585635359115,60.333333333333336,24,181,6,181,60.333333333333336,44,181,3,0,0,0,0,0,3,0,0,0,120,0,16574.585635359115,0.0,40,100,72.0,42,482,1,1,1,3,3,0,0,0,0.13089005235602094,72.0,63.666666666666664,0.0,120,0,0,0,0,0,0,3,191,0,25,32768,32768,3,40,90.5,83,181,37,0,0,0,0,PortScan
192.168.252.217-10.0.10.199-4274-3306-6,192.168.252.217,4274,10.0.10.199,3306,6,2026-04-19 18:41:03,79,2,0,110,22,55,40,55,9,0,0,0,10,1670886.0759493671,25316.45569620253,39.5,45,79,7,79,39.5,32,79,4,0,0,0,0,0,2,0,0,0,80,0,25316.45569620253,0.0,40,100,66.0,33,379,0,1,1,2,2,0,0,0,0.2,66.0,55.0,0.0,80,0,0,0,0,0,0,2,110,0,22,8192,8192,2,40,39.5,96,79,13,0,0,0,0,PortScan
192.168.10.36-10.0.4.137-58760-80-6,192.168.10.36,58760,10.0.4.137,80,6,2026-04-19 18:41:04,131,4,0,143,14,35,40,35,12,0,0,0,6,1198473.2824427483,30534.351145038167,32.75,30,131,7,131,32.75,34,131,4,0,0,0,0,0,4,0,0,0,160,0,30534.351145038167,0.0,40,100,39.25,34,380,0,1,1,4,4,0,0,0,0.0979020979020979,39.25,35.75,0.0,160,0,0,0,0,0,0,4,143,0,14,16384,65536,4,40,65.5,74,131,37,0,0,0,0,PortScan
192.168.244.215-10.0.5.129-54558-22-6,192.168.244.215,54558,10.0.5.129,22,6,2026-04-19 18:41:05,187,4,0,71,11,17,40,17,20,0,0,0,5,438502.6737967914,21390.3743315508,46.75,92,187,10,187,46.75,31,187,3,0,0,0,0,0,4,0,0,0,160,0,21390.3743315508,0.0,40,100,20.5,17,229,0,1,1,4,4,0,0,0,0.15492957746478872,20.5,17.75,0.0,160,0,0,0,0,0,0,4,71,0,11,16384,32768,4,40,93.5,65,187,42,0,0,0,0,PortScan
192.168.18.65-10.0.4.236-2338-3306-6,192.168.18.65,2338,10.0.4.236,3306,6,2026-04-19 18:41:06,159,3,0,43,3,14,40,14,7,0,0,0,10,289308.1761006289,18867.924528301886,53.0,58,159,9,159,53.0,34,159,3,0,0,0,0,0,3,0,0,0,120,0,18867.924528301886,0.0,40,100,15.333333333333334,28,168,0,1,1,3,3,0,0,0,0.06976744186046512,15.333333333333334,14.333333333333334,0.0,120,0,0,0,0,0,0,3,43,0,3,8192,8192,3,40,79.5,38,159,27,0,0,0,0,PortScan
192.168.146.162-10.0.8.225-44493-80-6,192.168.146.162,44493,10.0.8.225,80,6,2026-04-19 18:41:07,179,5,0,156,11,31,40,31,11,0,0,0,6,932960.8938547486,27932.960893854746,35.8,67,179,4,179,35.8,50,179,1,0,0,0,0,0,5,0,0,0,200,0,27932.960893854746,0.0,40,100,33.4,32,249,0,1,0,5,5,0,0,0,0.07051282051282051,33.4,31.2,0.0,200,0,0,0,0,0,0,5,156,0,11,65536,8192,5,40,89.5,58,179,10,0,0,0,0,PortScan
192.168.162.167-10.0.7.28-19569-443-6,192.168.162.167,19569,10.0.7.28,443,6,2026-04-19 18:41:08,54,2,0,78,12,39,40,39,12,0,0,0,8,1666666.6666666667,37037.03703703704,27.0,50,54,8,54,27.0,30,54,3,0,0,0,0,0,2,0,0,0,80,0,37037.03703703704,0.0,40,100,45.0,49,437,1,1,0,2,2,0,0,0,0.15384615384615385,45.0,39.0,0.0,80,0,0,0,0,0,0,2,78,0,12,16384,65536,2,40,27.0,41,54,39,0,0,0,0,PortScan
192.168.9.93-10.0.7.146-34159-22-6,192.168.9.93,34159,10.0.7.146,22,6,2026-04-19 18:41:09,148,4,0,118,4,29,40,29,17,0,0,0,5,824324.3243243244,27027.02702702703,37.0,15,148,8,148,37.0,29,148,5,0,0,0,0,0,4,0,0,0,160,0,27027.02702702703,0.0,40,100,30.5,37,260,0,1,1,4,4,0,0,0,0.03389830508474576,30.5,29.5,0.0,160,0,0,0,0,0,0,4,118,0,4,32768,65536,4,40,74.0,89,148,11,0,0,0,0,PortScan
192.168.222.12-10.0.9.119-15492-80-6,192.168.222.12,15492,10.0.9.119,80,6,2026-04-19 18:41:10,78,3,0,187,28,62,40,62,8,0,0,0,5,2756410.2564102565,38461.53846153846,26.0,45,78,9,78,26.0,9,78,1,0,0,0,0,0,3,0,0,0,120,0,38461.53846153846,0.0,40,100,71.66666666666667,13,171,1,1,1,3,3,0,0,0,0.1497326203208556,71.66666666666667,62.333333333333336,0.0,120,0,0,0,0,0,0,3,187,0,28,8192,32768,3,40,39.0,11,78,37,0,0,0,0,PortScan
