Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.0.10-192.168.1.1-80-80-6,10.0.0.10,80,192.168.1.1,80,6,2025-01-01 00:00:00,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.11-192.168.1.1-80-80-6,10.0.0.11,80,192.168.1.1,80,6,2025-01-01 00:00:00,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.12-192.168.1.1-80-80-6,10.0.0.12,80,192.168.1.1,80,6,2025-01-01 00:00:00,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.13-192.168.1.1-80-80-6,10.0.0.13,80,192.168.1.1,80,6,2025-01-01 00:00:00,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.14-192.168.1.1-80-80-6,10.0.0.14,80,192.168.1.1,80,6,2025-01-01 00:00:00,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.0.10-192.168.1.10-445-445-6,192.168.0.10,445,192.168.1.10,445,6,2025-01-01 00:00:00,10000,50,10,5000,1000,1000,0,200,300,500,0,200,300,600.0,6.0,200,100,500,50,10000,200,100,500,50,10000,1000,500,5000,100,0,0,0,0,2000,2000,5.0,1.0,0,1000,300,400,160000,0,0,0,1,1,0,0,0,1,300,100,200,2000,0,0,0,0,0,0,50,5000,10,1000,8192,8192,10,20,100.0,50.0,200.0,0.0,5000.0,1000.0,10000.0,0.0,Infiltration
192.168.0.11-192.168.1.10-445-445-6,192.168.0.11,445,192.168.1.10,445,6,2025-01-01 00:00:01,10000,50,10,5000,1000,1000,0,200,300,500,0,200,300,600.0,6.0,200,100,500,50,10000,200,100,500,50,10000,1000,500,5000,100,0,0,0,0,2000,2000,5.0,1.0,0,1000,300,400,160000,0,0,0,1,1,0,0,0,1,300,100,200,2000,0,0,0,0,0,0,50,5000,10,1000,8192,8192,10,20,100.0,50.0,200.0,0.0,5000.0,1000.0,10000.0,0.0,Infiltration
192.168.0.12-192.168.1.10-445-445-6,192.168.0.12,445,192.168.1.10,445,6,2025-01-01 00:00:02,10000,50,10,5000,1000,1000,0,200,300,500,0,200,300,600.0,6.0,200,100,500,50,10000,200,100,500,50,10000,1000,500,5000,100,0,0,0,0,2000,2000,5.0,1.0,0,1000,300,400,160000,0,0,0,1,1,0,0,0,1,300,100,200,2000,0,0,0,0,0,0,50,5000,10,1000,8192,8192,10,20,100.0,50.0,200.0,0.0,5000.0,1000.0,10000.0,0.0,Infiltration
10.0.1.100-192.168.1.100-53-53-17,10.0.1.100,53,192.168.1.100,53,17,2025-01-01 00:00:00,2000,20,0,200,0,100,0,50,50,0,0,0,0,10000.0,10000.0,100,0,100,100,2000,100,0,100,100,0,0,0,0,0,0,0,0,0,800,0,10000.0,0.0,0,100,50,50,2500,0,0,0,0,0,0,0,0,1,50,50,0,800,0,0,0,0,0,0,20,200,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
10.0.1.101-192.168.1.100-53-53-17,10.0.1.101,53,192.168.1.100,53,17,2025-01-01 00:00:01,2000,20,0,200,0,100,0,50,50,0,0,0,0,10000.0,10000.0,100,0,100,100,2000,100,0,100,100,0,0,0,0,0,0,0,0,0,800,0,10000.0,0.0,0,100,50,50,2500,0,0,0,0,0,0,0,0,1,50,50,0,800,0,0,0,0,0,0,20,200,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
10.0.1.102-192.168.1.100-53-53-17,10.0.1.102,53,192.168.1.100,53,17,2025-01-01 00:00:02,2000,20,0,200,0,100,0,50,50,0,0,0,0,10000.0,10000.0,100,0,100,100,2000,100,0,100,100,0,0,0,0,0,0,0,0,0,800,0,10000.0,0.0,0,100,50,50,2500,0,0,0,0,0,0,0,0,1,50,50,0,800,0,0,0,0,0,0,20,200,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
10.0.1.103-192.168.1.100-53-53-17,10.0.1.103,53,192.168.1.100,53,17,2025-01-01 00:00:03,2000,20,0,200,0,100,0,50,50,0,0,0,0,10000.0,10000.0,100,0,100,100,2000,100,0,100,100,0,0,0,0,0,0,0,0,0,800,0,10000.0,0.0,0,100,50,50,2500,0,0,0,0,0,0,0,0,1,50,50,0,800,0,0,0,0,0,0,20,200,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
10.0.1.104-192.168.1.100-53-53-17,10.0.1.104,53,192.168.1.100,53,17,2025-01-01 00:00:04,2000,20,0,200,0,100,0,50,50,0,0,0,0,10000.0,10000.0,100,0,100,100,2000,100,0,100,100,0,0,0,0,0,0,0,0,0,800,0,10000.0,0.0,0,100,50,50,2500,0,0,0,0,0,0,0,0,1,50,50,0,800,0,0,0,0,0,0,20,200,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Botnet
192.168.1.100-192.168.1.1-65530-80-6,192.168.1.100,65530,192.168.1.1,80,6,2025-01-01 00:00:05,100,2,0,40,0,40,0,20,20,0,0,0,0,400000.0,20000.0,50,0,50,50,100,50,0,50,50,0,0,0,0,0,0,0,0,0,80,0,20000.0,0.0,0,40,20,20,400,0,1,0,0,0,0,0,0,1,20,20,0,80,0,0,0,0,0,0,2,40,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
192.168.1.100-192.168.1.1-65529-80-6,192.168.1.100,65529,192.168.1.1,80,6,2025-01-01 00:00:06,100,2,0,40,0,40,0,20,20,0,0,0,0,400000.0,20000.0,50,0,50,50,100,50,0,50,50,0,0,0,0,0,0,0,0,0,80,0,20000.0,0.0,0,40,20,20,400,0,1,0,0,0,0,0,0,1,20,20,0,80,0,0,0,0,0,0,2,40,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
192.168.1.100-192.168.1.1-65528-80-6,192.168.1.100,65528,192.168.1.1,80,6,2025-01-01 00:00:07,100,2,0,40,0,40,0,20,20,0,0,0,0,400000.0,20000.0,50,0,50,50,100,50,0,50,50,0,0,0,0,0,0,0,0,0,80,0,20000.0,0.0,0,40,20,20,400,0,1,0,0,0,0,0,0,1,20,20,0,80,0,0,0,0,0,0,2,40,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
192.168.1.100-192.168.1.1-65527-80-6,192.168.1.100,65527,192.168.1.1,80,6,2025-01-01 00:00:08,100,2,0,40,0,40,0,20,20,0,0,0,0,400000.0,20000.0,50,0,50,50,100,50,0,50,50,0,0,0,0,0,0,0,0,0,80,0,20000.0,0.0,0,40,20,20,400,0,1,0,0,0,0,0,0,1,20,20,0,80,0,0,0,0,0,0,2,40,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
192.168.1.100-192.168.1.1-65526-80-6,192.168.1.100,65526,192.168.1.1,80,6,2025-01-01 00:00:09,100,2,0,40,0,40,0,20,20,0,0,0,0,400000.0,20000.0,50,0,50,50,100,50,0,50,50,0,0,0,0,0,0,0,0,0,80,0,20000.0,0.0,0,40,20,20,400,0,1,0,0,0,0,0,0,1,20,20,0,80,0,0,0,0,0,0,2,40,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PortScan
10.0.0.5-10.0.0.1-80-80-6,10.0.0.5,80,10.0.0.1,80,6,2025-01-01 00:00:05,1000,3000,0,30000,0,100,0,50,50,0,0,0,0,30000.0,3000.0,1,0,1,1,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,120000,0,3000.0,0.0,0,100,50,50,2500,0,1,0,0,1,0,0,0,1,50,50,0,120000,0,0,0,0,0,0,3000,30000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dos
10.0.0.5-10.0.0.1-80-80-6,10.0.0.5,80,10.0.0.1,80,6,2025-01-01 00:00:06,1000,3500,0,35000,0,100,0,50,50,0,0,0,0,35000.0,3500.0,1,0,1,1,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,140000,0,3500.0,0.0,0,100,50,50,2500,0,1,0,0,1,0,0,0,1,50,50,0,140000,0,0,0,0,0,0,3500,35000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dos
10.0.0.5-10.0.0.1-80-80-6,10.0.0.5,80,10.0.0.1,80,6,2025-01-01 00:00:07,1000,4000,0,40000,0,100,0,50,50,0,0,0,0,40000.0,4000.0,1,0,1,1,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,160000,0,4000.0,0.0,0,100,50,50,2500,0,1,0,0,1,0,0,0,1,50,50,0,160000,0,0,0,0,0,0,4000,40000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dos
10.0.0.5-10.0.0.1-80-80-6,10.0.0.5,80,10.0.0.1,80,6,2025-01-01 00:00:08,1000,4500,0,45000,0,100,0,50,50,0,0,0,0,45000.0,4500.0,1,0,1,1,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,180000,0,4500.0,0.0,0,100,50,50,2500,0,1,0,0,1,0,0,0,1,50,50,0,180000,0,0,0,0,0,0,4500,45000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dos
10.0.0.5-10.0.0.1-80-80-6,10.0.0.5,80,10.0.0.1,80,6,2025-01-01 00:00:09,1000,5000,0,50000,0,100,0,50,50,0,0,0,0,50000.0,5000.0,1,0,1,1,1000,1,0,1,1,0,0,0,0,0,0,0,0,0,200000,0,5000.0,0.0,0,100,50,50,2500,0,1,0,0,1,0,0,0,1,50,50,0,200000,0,0,0,0,0,0,5000,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dos
172.16.0.10-192.168.1.1-22-22-6,172.16.0.10,22,192.168.1.1,22,6,2025-01-01 00:00:05,5000,10,0,100,0,100,0,50,50,0,0,0,0,20000.0,2000.0,500,0,500,500,5000,500,0,500,500,0,0,0,0,0,0,0,0,0,400,0,2000.0,0.0,0,100,50,50,2500,0,1,0,0,0,0,0,0,1,50,50,0,400,0,0,0,0,0,0,10,100,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
172.16.0.10-192.168.1.1-22-22-6,172.16.0.10,22,192.168.1.1,22,6,2025-01-01 00:00:06,5000,10,0,100,0,100,0,50,50,0,0,0,0,20000.0,2000.0,500,0,500,500,5000,500,0,500,500,0,0,0,0,0,0,0,0,0,400,0,2000.0,0.0,0,100,50,50,2500,0,1,0,0,0,0,0,0,1,50,50,0,400,0,0,0,0,0,0,10,100,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
172.16.0.10-192.168.1.1-22-22-6,172.16.0.10,22,192.168.1.1,22,6,2025-01-01 00:00:07,5000,10,0,100,0,100,0,50,50,0,0,0,0,20000.0,2000.0,500,0,500,500,5000,500,0,500,500,0,0,0,0,0,0,0,0,0,400,0,2000.0,0.0,0,100,50,50,2500,0,1,0,0,0,0,0,0,1,50,50,0,400,0,0,0,0,0,0,10,100,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
172.16.0.11-192.168.1.1-3389-3389-6,172.16.0.11,3389,192.168.1.1,3389,6,2025-01-01 00:00:05,6000,15,0,150,0,100,0,50,50,0,0,0,0,25000.0,2500.0,400,0,400,400,6000,400,0,400,400,0,0,0,0,0,0,0,0,0,600,0,2500.0,0.0,0,100,50,50,2500,0,1,0,0,0,0,0,0,1,50,50,0,600,0,0,0,0,0,0,15,150,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
172.16.0.11-192.168.1.1-3389-3389-6,172.16.0.11,3389,192.168.1.1,3389,6,2025-01-01 00:00:06,6000,15,0,150,0,100,0,50,50,0,0,0,0,25000.0,2500.0,400,0,400,400,6000,400,0,400,400,0,0,0,0,0,0,0,0,0,600,0,2500.0,0.0,0,100,50,50,2500,0,1,0,0,0,0,0,0,1,50,50,0,600,0,0,0,0,0,0,15,150,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
10.0.0.15-192.168.1.1-80-80-6,10.0.0.15,80,192.168.1.1,80,6,2025-01-01 00:00:05,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.16-192.168.1.1-80-80-6,10.0.0.16,80,192.168.1.1,80,6,2025-01-01 00:00:05,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.17-192.168.1.1-80-80-6,10.0.0.17,80,192.168.1.1,80,6,2025-01-01 00:00:05,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.18-192.168.1.1-80-80-6,10.0.0.18,80,192.168.1.1,80,6,2025-01-01 00:00:05,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
10.0.0.19-192.168.1.1-80-80-6,10.0.0.19,80,192.168.1.1,80,6,2025-01-01 00:00:05,500,500,0,50000,0,1000,0,500,500,0,0,0,0,100000.0,10000.0,1,0,1,1,500,1,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,10000.0,0.0,0,1000,500,500,250000,0,1,0,0,1,0,0,0,1,500,500,0,20000,0,0,0,0,0,0,500,50000,0,0,8192,8192,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS
192.168.0.13-192.168.1.10-445-445-6,192.168.0.13,445,192.168.1.10,445,6,2025-01-01 00:00:05,10000,50,10,5000,1000,1000,0,200,300,500,0,200,300,600.0,6.0,200,100,500,50,10000,200,100,500,50,10000,1000,500,5000,100,0,0,0,0,2000,2000,5.0,1.0,0,1000,300,400,160000,0,0,0,1,1,0,0,0,1,300,100,200,2000,0,0,0,0,0,0,50,5000,10,1000,8192,8192,10,20,100.0,50.0,200.0,0.0,5000.0,1000.0,10000.0,0.0,Infiltration
