Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
ddos-10,10.0.0.11,60185,192.168.1.100,80,6,2024-01-01 10:00:00,4440.153467578297,63,0,166274,0,1035.0541925093637,51.189154752285646,2639.2698412698414,128.44296969427933,0.0,0.0,0.0,0.0,37447804.72434604,14188.698760081556,70.47862646949677,42.62460700005348,1948.1243532986243,4.367401571844129,4440.153467578297,70.47862646949677,58.07826457151619,1782.4108489954262,7.271124877446695,0.0,0.0,0.0,0.0,0.0,63,0,0,0,2520,0,14188.698760081556,0.0,46.81703857115102,1204.0494728329888,2639.2698412698414,51.039244349203564,4527.443778729637,0,4,0,63,63,0,0,0,0.0,2639.2698412698414,2639.2698412698414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,166274,0,0,55774,0,63,43,496.0103525695535,146.19111559483895,1432.075845979429,88.24081186343403,0.0,0.0,0.0,0.0,DDoS
ddos-11,10.0.1.12,25589,192.168.1.100,80,6,2024-01-01 10:00:00,4903.7156417974,56,0,69181,0,1185.5633349614093,59.54618365413054,1235.375,69.61961695411676,0.0,0.0,0.0,0.0,14107873.509289071,11419.91177520111,87.56635074638214,82.98009906129484,993.6287893610395,9.663132840039859,4903.7156417974,87.56635074638214,17.562245026311892,1502.9369521922376,4.410764674170333,0.0,0.0,0.0,0.0,0.0,56,0,0,0,2240,0,11419.91177520111,0.0,49.58982685833192,1121.3388637640671,1235.375,106.03172249794659,20093.977519470478,0,1,0,56,56,0,0,0,0.0,1235.375,1235.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,69181,0,0,55392,0,56,48,200.54522288616909,97.49344881839124,2241.547504549083,56.26426859721622,0.0,0.0,0.0,0.0,DDoS
ddos-12,10.0.2.13,59951,192.168.1.100,80,6,2024-01-01 10:00:00,2116.174238027862,143,0,182428,0,1147.869451645928,45.33941292142071,1275.7202797202797,155.1903921250858,0.0,0.0,0.0,0.0,86206512.07341564,67574.77594721444,14.798421244950084,47.232422127472084,1344.590530105204,2.7462053425136626,2116.174238027862,14.798421244950084,94.88301982964381,1065.359923397084,3.927187688923438,0.0,0.0,0.0,0.0,0.0,143,0,0,0,5720,0,67574.77594721444,0.0,48.06109155094961,1192.4363515524535,1275.7202797202797,52.777534736531464,8103.560932706944,0,4,0,143,143,0,0,0,0.0,1275.7202797202797,1275.7202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,182428,0,0,57660,0,143,59,105.2075211401411,100.64096443095715,2256.997969173305,67.52399218450971,0.0,0.0,0.0,0.0,DDoS
ddos-13,10.0.3.14,12905,192.168.1.100,80,6,2024-01-01 10:00:00,4198.999303016071,115,0,163092,0,1176.6582871107194,46.23075735594054,1418.1913043478262,131.2863121708612,0.0,0.0,0.0,0.0,38840682.79860245,27387.477753901367,36.51303741753105,23.691515691644152,1877.7454340046409,9.320201401850113,4198.999303016071,36.51303741753105,78.10442566885675,783.5430627630944,4.153066046847318,0.0,0.0,0.0,0.0,0.0,115,0,0,0,4600,0,27387.477753901367,0.0,52.53554990974588,1222.095016200319,1418.1913043478262,125.22710838776692,16824.713691406832,0,4,0,115,115,0,0,0,0.0,1418.1913043478262,1418.1913043478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,163092,0,0,49722,0,115,51,421.4478834827927,158.4168894214579,1139.416597616716,70.32469531662268,0.0,0.0,0.0,0.0,DDoS
ddos-14,10.0.4.15,40666,192.168.1.100,80,6,2024-01-01 10:00:00,1117.8790759670476,149,0,126347,0,1351.8787788774239,44.23985744968663,847.9664429530201,141.66577913847306,0.0,0.0,0.0,0.0,113023852.68344034,133288.11962161833,7.502544134007031,63.48215008810469,976.2468896229673,7.98521794604514,1117.8790759670476,7.502544134007031,71.09904365642824,1345.8850070677022,9.57787639395494,0.0,0.0,0.0,0.0,0.0,149,0,0,0,5960,0,133288.11962161833,0.0,47.436650768530555,1326.5439602365361,847.9664429530201,197.72452552332803,21931.16186182646,0,1,0,149,149,0,0,0,0.0,847.9664429530201,847.9664429530201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,126347,0,0,26743,0,149,43,183.4017878338829,189.68686264058275,2540.9073435321516,13.038121136597272,0.0,0.0,0.0,0.0,DDoS
ddos-15,10.0.0.16,35561,192.168.1.100,80,6,2024-01-01 10:00:00,4195.85307614767,139,0,91329,0,1499.8659214805111,46.010390724868095,657.043165467626,92.11467266498545,0.0,0.0,0.0,0.0,21766491.42439747,33127.94739886836,30.18599335358036,53.55797838894713,1485.6035416009577,4.795113014917851,4195.85307614767,30.18599335358036,45.93784622887023,1678.480330952641,6.198264753259047,0.0,0.0,0.0,0.0,0.0,139,0,0,0,5560,0,33127.94739886836,0.0,49.44887961313877,1012.524431521187,657.043165467626,81.77014593960786,37203.3368550048,0,1,0,139,139,0,0,0,0.0,657.043165467626,657.043165467626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,91329,0,0,58299,0,139,42,366.0679336272085,167.37681447492355,2155.3984745678436,83.66137880451706,0.0,0.0,0.0,0.0,DDoS
ddos-16,10.0.1.17,21633,192.168.1.100,80,6,2024-01-01 10:00:00,2356.782206855328,86,0,178415,0,1341.7199114402702,46.092063118279476,2074.593023255814,150.10312023824912,0.0,0.0,0.0,0.0,75702794.8874667,36490.431635917026,27.404444265759626,78.06474744326096,878.8705630565169,3.856881040173995,2356.782206855328,27.404444265759626,47.62264412569033,1623.7990491216337,6.282492859491836,0.0,0.0,0.0,0.0,0.0,86,0,0,0,3440,0,36490.431635917026,0.0,40.24376930379971,1143.7825310902017,2074.593023255814,69.22487835448217,22757.376836688047,0,2,0,86,86,0,0,0,0.0,2074.593023255814,2074.593023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,178415,0,0,39191,0,86,56,456.95718250567563,195.68735071107673,1535.2488184753333,26.49351032341467,0.0,0.0,0.0,0.0,DDoS
ddos-17,10.0.2.18,32845,192.168.1.100,80,6,2024-01-01 10:00:00,4944.180785128349,183,0,93484,0,1408.391047779919,45.311314745889256,510.8415300546448,95.46717273051541,0.0,0.0,0.0,0.0,18907884.655268162,37013.2096606272,27.017381339499178,45.0112165249996,1982.4948237905185,2.7079798782671873,4944.180785128349,27.017381339499178,76.09758990027998,1165.2841937953322,9.065227562689111,0.0,0.0,0.0,0.0,0.0,183,0,0,0,7320,0,37013.2096606272,0.0,53.12214322245541,1409.5214197048583,510.8415300546448,137.47926597152417,37150.55565545864,0,1,0,183,183,0,0,0,0.0,510.8415300546448,510.8415300546448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,93484,0,0,29305,0,183,58,246.03287215020248,56.42983487612712,2578.1956883540433,12.559203119754905,0.0,0.0,0.0,0.0,DDoS
ddos-18,10.0.3.19,42980,192.168.1.100,80,6,2024-01-01 10:00:00,4654.2212173307325,166,0,124568,0,1352.331802435408,56.43894650232227,750.4096385542168,192.39104547216846,0.0,0.0,0.0,0.0,26764520.675586123,35666.54704376161,28.03747721283574,12.171685132570982,913.9574376422918,6.9300529659469134,4654.2212173307325,28.03747721283574,69.70806333070614,1652.5082886861578,7.20810054264799,0.0,0.0,0.0,0.0,0.0,166,0,0,0,6640,0,35666.54704376161,0.0,56.854960249375935,1175.2584628323605,750.4096385542168,167.07296202005506,17023.206877716104,0,3,0,166,166,0,0,0,0.0,750.4096385542168,750.4096385542168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,124568,0,0,33255,0,166,46,441.4777514169669,128.74825324898825,1217.0715326412742,21.323316625507722,0.0,0.0,0.0,0.0,DDoS
ddos-19,10.0.4.20,18265,192.168.1.100,80,6,2024-01-01 10:00:00,4549.771998396385,156,0,103704,0,1107.2171891552005,43.59720526657775,664.7692307692307,148.02333502359926,0.0,0.0,0.0,0.0,22793230.0863761,34287.43243727023,29.165205117925545,96.49895155386902,634.2514785395862,7.808658830968111,4549.771998396385,29.165205117925545,62.29636745386072,1238.3281024507578,6.722709755630223,0.0,0.0,0.0,0.0,0.0,156,0,0,0,6240,0,34287.43243727023,0.0,54.048543529794934,1476.8612555589723,664.7692307692307,185.35704502727896,35937.650789032996,0,4,0,156,156,0,0,0,0.0,664.7692307692307,664.7692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,103704,0,0,34570,0,156,47,311.59234891017604,50.55571451408334,1384.4765244387227,15.787252554825724,0.0,0.0,0.0,0.0,DDoS
portscan-0,192.168.1.200,45625,192.168.1.100,21,6,2024-01-01 10:05:00,428.6824608698286,1,0,57,0,50.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,497.46949251838066,8.722779489796022,467.7486089934733,0.0,370.14424753393735,376.9963546199796,109.89769535432478,483.5359447343007,0.0,274.61505674868397,139.65158126767818,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,8.571955258241537,0.0,44.0,46.0,54.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56,0,0,6251,0,0,55,315.78946308324566,123.38272462761188,314.15317559991166,303.72888674491026,0.0,0.0,0.0,0.0,PortScan
portscan-1,192.168.1.200,20957,192.168.1.100,22,6,2024-01-01 10:05:00,412.84281744050116,1,0,57,0,45.0,58.0,42.0,0.0,0.0,0.0,0.0,0.0,396.7532492529595,5.645013038121829,482.58040535890746,0.0,291.76113509662497,249.94234242313973,257.37622397204314,157.75971378859546,0.0,239.40851683806162,155.08607063798846,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2.574443657357688,0.0,48.0,42.0,43.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,40.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,43,0,0,3932,0,0,56,405.3268846760421,76.68221156426173,209.66323248362775,121.88360535833328,0.0,0.0,0.0,0.0,PortScan
portscan-2,192.168.1.200,45405,192.168.1.100,23,6,2024-01-01 10:05:00,103.02774638752759,1,0,51,0,43.0,49.0,50.0,0.0,0.0,0.0,0.0,0.0,101.97517995226693,7.678317767624673,343.89741761779885,0.0,300.17494310736134,188.0306582879241,170.56374656025514,461.07007206899146,0.0,490.4672869047412,279.8620032951653,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,5.280854852357064,0.0,52.0,42.0,57.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,41.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47,0,0,6214,0,0,54,354.57365684402964,110.06693435683641,333.8263529099555,243.95536257715355,0.0,0.0,0.0,0.0,PortScan
portscan-3,192.168.1.200,53862,192.168.1.100,25,6,2024-01-01 10:05:00,174.78652496788857,1,0,59,0,55.0,51.0,47.0,0.0,0.0,0.0,0.0,0.0,365.9650595510632,9.69505243582459,107.61261591504395,0.0,478.19837529827873,495.1848071214965,478.11018927357514,146.67128214414765,0.0,396.8397975004864,480.7232816783169,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3.6414488428046132,0.0,42.0,55.0,44.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,53,0,0,2954,0,0,54,356.0841753348911,54.481978225468495,246.0306754336781,266.6291759668326,0.0,0.0,0.0,0.0,PortScan
portscan-4,192.168.1.200,37779,192.168.1.100,53,6,2024-01-01 10:05:00,264.8471389401087,1,0,51,0,42.0,43.0,59.0,0.0,0.0,0.0,0.0,0.0,343.2054609821382,4.8831494692384805,412.7785919283177,0.0,375.12243458651284,168.85973760446944,495.2731515908961,153.8465680041385,0.0,167.55078614928107,409.17109244792454,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7.9662782598637465,0.0,46.0,45.0,44.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,0,7895,0,0,50,335.56358046953835,91.1420502028096,178.87616056974213,257.3175207778244,0.0,0.0,0.0,0.0,PortScan
portscan-5,192.168.1.200,46746,192.168.1.100,80,6,2024-01-01 10:05:00,226.2845461767042,1,0,57,0,50.0,58.0,43.0,0.0,0.0,0.0,0.0,0.0,154.22330422894822,7.27122556241664,178.4397193613686,0.0,440.34181437883467,330.66762476999224,325.2417938652067,441.9393829448194,0.0,127.48452850551226,347.1346950467122,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,5.324000717053808,0.0,47.0,45.0,41.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,57.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58,0,0,3795,0,0,45,305.83128814395,65.75618549410068,102.90940537561349,383.7362558520358,0.0,0.0,0.0,0.0,PortScan
portscan-6,192.168.1.200,5267,192.168.1.100,110,6,2024-01-01 10:05:00,164.29305609481258,1,0,46,0,58.0,42.0,57.0,0.0,0.0,0.0,0.0,0.0,104.35398812335954,6.222147059529413,339.23676081888993,0.0,328.88226921831193,268.1723619984416,487.10605004442453,310.44835941601417,0.0,319.7812873220425,469.4616323560516,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,8.619476492718164,0.0,42.0,54.0,50.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,57.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54,0,0,4118,0,0,54,330.15518236422236,54.717511110398966,496.7231906961601,492.56205298930627,0.0,0.0,0.0,0.0,PortScan
portscan-7,192.168.1.200,57933,192.168.1.100,143,6,2024-01-01 10:05:00,311.2297534598771,1,0,52,0,57.0,54.0,46.0,0.0,0.0,0.0,0.0,0.0,234.3686376443055,7.413066791121124,489.20069878756743,0.0,247.85736546558422,330.6969639321886,291.28222684386697,412.1247415346068,0.0,227.32463612474984,475.9139986423885,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,6.147272945329021,0.0,40.0,49.0,54.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,47.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40,0,0,6001,0,0,52,399.75026261087237,125.38109727781004,214.2041166233535,220.91481028401705,0.0,0.0,0.0,0.0,PortScan
portscan-8,192.168.1.200,40392,192.168.1.100,443,6,2024-01-01 10:05:00,373.42531386522427,1,0,41,0,48.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,140.67784055126978,5.849101087897708,164.16219508462206,0.0,194.7609128536033,139.80000462433364,168.4103674295391,151.50897144290187,0.0,480.8853737628141,190.22222849606064,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2.061838302058617,0.0,43.0,48.0,40.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,49.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42,0,0,6068,0,0,41,119.2286022286707,127.60719505401735,139.30568427988698,167.80231768763576,0.0,0.0,0.0,0.0,PortScan
portscan-9,192.168.1.200,36766,192.168.1.100,3306,6,2024-01-01 10:05:00,329.2462048993445,1,0,57,0,47.0,58.0,42.0,0.0,0.0,0.0,0.0,0.0,225.80216570473408,9.26698397841286,234.59502229727832,0.0,427.01195536869693,162.1270841019713,471.34404850061486,140.0834999714485,0.0,109.3595827952508,498.06812531580266,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3.8628411707230264,0.0,44.0,42.0,49.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,49.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49,0,0,4267,0,0,59,378.752055168951,181.72714068801517,118.79644452058042,223.60320176965254,0.0,0.0,0.0,0.0,PortScan
portscan-10,192.168.1.200,58058,192.168.1.100,3389,6,2024-01-01 10:05:00,109.47863010146568,1,0,56,0,55.0,46.0,48.0,0.0,0.0,0.0,0.0,0.0,275.31711485295216,7.7554063239986455,418.7157452763776,0.0,451.14000937950885,378.67009069804783,174.62787079382582,102.40488066082153,0.0,224.74421994130225,408.7848242908969,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,6.592301911237898,0.0,51.0,45.0,57.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,51.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50,0,0,5433,0,0,58,245.9601755084087,168.0726140876763,140.89898953605558,107.38988479887222,0.0,0.0,0.0,0.0,PortScan
